id,cluster,voltage_ab,voltage_bc,voltage_ca,current_ab,current_bc,current_ca, real_power_ab, real_power_bc, real_power_ca,apparent_power_ab,apparent_power_bc,apparent_power_ca,reactive_power_ab,reactive_power_bc,reactive_power_ca,frequency,power_factor,real_power,apparent_power,accumulate_consumption,duration_consumption,inserted_at
7932,3,112.06,111.44,112.18,44,42,38,0.8,1.2,0.2,4.8,4.4,4.2,-4.6,-4.2,-4.2,60,-0.18,2.4,13.6,4151.6,0.8,6/6/2017 5:30
7933,1,223.79,222.57,223.76,65,60,60,3,3.5,5.5,14,13.5,13.5,-13.5,-13,-12.5,60,-0.316,13,41.5,0,2,6/6/2017 5:45
7934,2,223.4,222.15,223.38,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-6.4,-6.4,-7.04,60,-0.538,12.8,24.32,20026.2,1.92,6/6/2017 5:45
7935,3,111.95,111.42,112.07,46,40,38,0.8,1,0.2,4.8,4.4,4.2,-4.6,-4.2,-4.2,60,-0.166,2.2,13.6,4152.2,0.6,6/6/2017 5:45
7936,1,219.32,218.14,219.23,60,60,60,3,3,5,13.5,12.5,13,-13.5,-12,-11.5,60,-0.298,11.5,39.5,0,4.5,6/6/2017 6:00
7937,2,218.87,217.64,218.83,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-7.04,-6.4,-7.04,60,-0.52,12.8,24.32,20030.7,4.48,6/6/2017 6:00
7938,3,109.69,109.17,109.8,42,38,40,0.8,1,1,4.6,4,4.2,-4.6,-4,-4.2,60,-0.23,3,13.2,4153,0.8,6/6/2017 6:00
7939,1,219.79,218.56,219.69,60,55,60,3.5,3.5,6.5,13.5,12.5,13.5,-13,-12,-11.5,60,-0.355,14,39.5,0,2,6/6/2017 6:15
7940,2,219.56,218.34,219.55,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-6.4,-6.4,-7.04,60,-0.523,12.8,24.32,20032.6,1.92,6/6/2017 6:15
7941,3,109.89,109.33,109.95,42,38,38,0.8,1,0.6,4.6,4,4.2,-4.6,-4,-4,60,-0.215,2.8,13,4153.4,0.4,6/6/2017 6:15
7942,1,220.54,219.43,220.43,60,60,60,4,4,6.5,13.5,13,13.5,-13,-12,-11.5,60,-0.371,15,40,0,5,6/6/2017 6:30
7943,2,220.37,219.21,220.23,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-6.4,-6.4,-7.04,60,-0.529,12.8,24.32,20037.1,4.48,6/6/2017 6:30
7944,3,110.29,109.79,110.33,42,40,38,0.8,1,0.4,4.6,4.2,4.2,-4.6,-4.2,-4.2,60,-0.191,2.4,13.4,4154.2,0.8,6/6/2017 6:30
7945,1,218.81,217.88,218.59,60,60,60,3.5,3.5,6.5,13.5,12,13.5,-13,-11.5,-11.5,60,-0.356,14,39.5,0,2,6/6/2017 6:45
7946,2,218.74,217.62,218.45,38.4,32,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.522,12.8,24.96,20039.7,2.56,6/6/2017 6:45
7947,3,109.5,109.02,109.43,42,38,36,0.8,1,0.2,4.6,4.2,4,-4.6,-4,-4,60,-0.174,2.2,13,4154.6,0.4,6/6/2017 6:45
7948,1,218.3,217.62,218.3,60,55,60,3.5,3,7,13,12.5,13.5,-12.5,-12,-11.5,60,-0.36,14,39.5,0,5,6/6/2017 7:00
7949,2,217.82,217.05,217.82,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.522,12.8,24.96,20043.5,3.84,6/6/2017 7:00
7950,3,109.05,108.79,109.15,42,38,36,0.8,1,1,4.6,4.2,3.8,-4.4,-4,-3.6,60,-0.233,3,12.8,4155.6,1,6/6/2017 7:00
7951,1,218.37,217.6,218.46,60,55,60,3,2.5,5,13,12.5,13,-13,-12,-12,60,-0.282,11,39,0,2,6/6/2017 7:15
7952,2,218.29,217.52,218.39,38.4,32,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.525,12.8,24.32,20046.1,2.56,6/6/2017 7:15
7953,3,109.26,108.93,109.41,42,40,36,0.8,0.8,0.2,4.6,4.2,4,-4.4,-4,-4,60,-0.171,2.2,12.8,4156,0.4,6/6/2017 7:15
7954,1,216.49,215.71,216.27,60,55,55,3,2.5,5,13,12,12.5,-12.5,-12,-11.5,60,-0.285,10.5,38,0,4,6/6/2017 7:30
7955,2,215.72,214.9,215.59,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.524,12.8,24.96,20049.9,3.84,6/6/2017 7:30
7956,3,108.25,107.92,108.24,42,38,36,0.8,0.8,0.6,4.4,4,4,-4.4,-4,-4,60,-0.196,2.4,12.8,4156.8,0.8,6/6/2017 7:30
7957,1,215.68,214.94,215.59,60,55,55,3,2.5,5,13,12,12.5,-12.5,-11.5,-11.5,60,-0.296,11,38,0,2,6/6/2017 7:45
7958,2,215.8,215,215.76,38.4,32,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.518,12.8,24.96,20052.5,2.56,6/6/2017 7:45
7959,3,107.94,107.64,108.02,42,38,36,0.8,0.8,0.8,4.4,4,3.8,-4.4,-4,-3.8,60,-0.208,2.6,12.6,4157.2,0.4,6/6/2017 7:45
7960,1,215.04,214.36,215.04,60,60,55,3,6,5.5,12.5,13,12.5,-12,-11.5,-11,60,-0.388,15,38.5,0,3.5,6/6/2017 8:00
7961,2,214.65,213.83,214.7,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-7.04,-6.4,-7.04,60,-0.52,12.8,24.32,20057,4.48,6/6/2017 8:00
7962,3,107.48,107.24,107.65,40,40,36,0.8,1,0.6,4.4,4,4,-4.2,-4,-3.8,60,-0.223,2.8,12.6,4158.2,1,6/6/2017 8:00
7963,1,217.31,216.59,217.32,60,60,70,4,6.5,9.5,13.5,13.5,15,-12.5,-12,-11.5,60,-0.486,20.5,42,0,3.5,6/6/2017 8:15
7964,2,217.26,216.47,217.26,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.524,12.8,24.96,20058.9,1.92,6/6/2017 8:15
7965,3,108.79,108.5,108.92,42,38,36,1.2,1,1,4.6,4.2,3.8,-4.4,-4,-3.6,60,-0.269,3.4,12.8,4158.6,0.4,6/6/2017 8:15
7966,1,216.73,215.97,216.65,60,60,55,2.5,5,4.5,13,13,12.5,-13,-12,-11.5,60,-0.326,12.5,39.5,0,5,6/6/2017 8:30
7967,2,216.53,215.76,216.47,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-7.04,-6.4,-7.04,60,-0.522,12.8,24.96,20063.4,4.48,6/6/2017 8:30
7968,3,108.38,108,108.4,42,38,38,1,1.2,1.6,4.6,4,4.2,-4.4,-3.8,-3.8,60,-0.319,4,12.8,4160,1.4,6/6/2017 8:30
7969,1,214.99,214.36,215.04,60,60,55,2.5,5.5,5,13,12.5,12.5,-12.5,-11.5,-11.5,60,-0.362,13.5,38,0,2.5,6/6/2017 8:45
7970,2,215.49,214.79,215.54,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-7.04,-6.4,-7.04,60,-0.516,12.8,24.32,20065.3,1.92,6/6/2017 8:45
7971,3,107.61,107.38,107.75,42,38,34,1.2,1.2,1,4.6,4,3.8,-4.4,-3.8,-3.6,60,-0.304,3.8,12.4,4160.8,0.8,6/6/2017 8:45
7972,1,218.86,218.19,218.72,60,60,60,5,5.5,7.5,13.5,13,13.5,-12.5,-11.5,-11.5,60,-0.455,18.5,41,0,5.5,6/6/2017 9:00
7973,2,218.49,217.61,218.36,38.4,32,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.525,12.8,24.32,20069.8,4.48,6/6/2017 9:00
7974,3,109.34,109.01,109.37,44,38,38,1,1.4,1.8,4.8,4.2,4.2,-4.6,-3.8,-3.8,60,-0.339,4.4,13.2,4162,1.2,6/6/2017 9:00
7975,1,217.48,216.77,217.32,60,60,60,5,5,7,13.5,13,13.5,-12.5,-11.5,-11.5,60,-0.442,17.5,40,0,3.5,6/6/2017 9:15
7976,2,217.7,217.05,217.52,38.4,32,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.52,12.8,24.32,20071.7,1.92,6/6/2017 9:15
7977,3,108.95,108.67,108.89,44,40,40,1,1,2.2,4.8,4.2,4.4,-4.6,-4,-3.6,60,-0.33,4.4,13.4,4162.8,0.8,6/6/2017 9:15
7978,1,214.68,213.95,214.39,60,55,55,2.5,1,4.5,13,12,12.5,-12.5,-11.5,-11.5,60,-0.244,9,37,0,5,6/6/2017 9:30
7979,2,214.35,213.65,214.2,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.535,13.44,24.96,20076.2,4.48,6/6/2017 9:30
7980,3,107.17,106.92,107.13,46,38,38,1.4,1,2.4,4.8,4,4.2,-4.6,-4,-3.4,60,-0.401,5.2,13,4164.2,1.4,6/6/2017 9:30
7981,1,212.71,212.1,212.68,60,55,60,3.5,3.5,5.5,13,12,12.5,-12,-11.5,-11,60,-0.361,13.5,37.5,0,2.5,6/6/2017 9:45
7982,2,212.7,212.17,212.61,38.4,38.4,38.4,3.84,3.2,3.84,8.32,7.68,8.32,-7.04,-7.04,-7.04,60,-0.486,12.16,24.96,20078.7,2.56,6/6/2017 9:45
7983,3,106.46,106.24,106.49,42,38,36,1,1,1.8,4.6,4,4,-4.4,-4,-3.4,60,-0.334,4.2,12.6,4165,0.8,6/6/2017 9:45
7984,1,213.66,212.85,213.62,60,55,55,1.5,3,5,12.5,12,12.5,-12.5,-11.5,-11,60,-0.278,10,37,0,4,6/6/2017 10:00
7985,2,213.35,212.48,213.27,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.524,12.8,24.96,20082.6,3.84,6/6/2017 10:00
7986,3,106.72,106.37,106.76,46,38,40,2,1,1.8,5,4,4.2,-4.4,-3.8,-3.8,60,-0.376,5,13.4,4166.4,1.4,6/6/2017 10:00
7987,1,212.7,211.9,212.63,60,55,55,2.5,2.5,4.5,12.5,11.5,12,-12,-11,-11,60,-0.281,10,36.5,0,2.5,6/6/2017 10:15
7988,2,212.65,211.73,212.56,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-7.04,-6.4,-7.04,60,-0.525,12.8,24.32,20085.1,2.56,6/6/2017 10:15
7989,3,106.42,106.04,106.45,44,38,36,1.4,1,0.8,4.8,4,3.8,-4.4,-3.8,-3.8,60,-0.274,3.4,12.8,4167,0.6,6/6/2017 10:15
7990,1,212.83,212.04,212.8,60,55,65,2,3,9,12.5,11.5,14,-12.5,-11,-11,60,-0.374,14,38,0,5,6/6/2017 10:30
7991,2,212.69,211.86,212.63,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.518,12.8,24.96,20089.6,4.48,6/6/2017 10:30
7992,3,106.4,106.03,106.44,44,38,38,1,1,1.4,4.6,4,4,-4.4,-3.8,-3.8,60,-0.298,3.8,12.8,4168.4,1.4,6/6/2017 10:30
7993,1,212.72,212.02,212.72,60,55,70,3.5,3.5,8,12.5,12,13.5,-12,-11,-11,60,-0.417,16,38,0,2.5,6/6/2017 10:45
7994,2,212.55,211.84,212.59,38.4,32,38.4,3.84,3.84,5.12,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.538,13.44,24.96,20091.5,1.92,6/6/2017 10:45
7995,3,106.4,106.17,106.55,46,38,38,1,1,1.2,4.6,4,4,-4.4,-3.8,-3.8,60,-0.285,3.6,12.8,4169,0.6,6/6/2017 10:45
7996,1,212.47,211.74,212.44,60,55,55,2,2,2.5,12.5,11.5,11.5,-12.5,-11.5,-11,60,-0.193,7,36,0,4.5,6/6/2017 11:00
7997,2,212.43,211.73,212.42,38.4,32,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.513,12.8,24.96,20096,4.48,6/6/2017 11:00
7998,3,106.26,106,106.29,46,38,36,1.6,1.2,1.4,4.8,4,3.8,-4.4,-3.8,-3.6,60,-0.345,4.4,12.8,4170.2,1.2,6/6/2017 11:00
7999,1,212.56,211.65,212.26,60,55,60,3.5,3,6,12.5,11.5,12.5,-12,-11,-11,60,-0.365,13.5,37,0,1.5,6/6/2017 11:15
8000,2,212.44,211.5,212.21,38.4,32,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.522,12.8,24.96,20097.9,1.92,6/6/2017 11:15
8001,3,106.31,105.94,106.27,44,38,34,1,1.2,1,4.6,4,3.6,-4.4,-3.8,-3.4,60,-0.272,3.4,12.4,4171,0.8,6/6/2017 11:15
8002,1,212.97,212.24,212.86,60,55,55,2,2,5,12.5,11.5,12,-12.5,-11.5,-11,60,-0.269,9.5,36.5,0,3.5,6/6/2017 11:30
8003,2,212.69,211.85,212.54,38.4,32,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.516,12.8,24.32,20102.4,4.48,6/6/2017 11:30
8004,3,106.38,106.07,106.44,44,38,38,1,1.4,1,4.6,4,4,-4.4,-3.6,-3.8,60,-0.296,3.6,12.6,4172.2,1.2,6/6/2017 11:30
8005,1,213.21,212.63,213.38,60,55,60,3.5,3,6,12.5,12,12.5,-12,-11.5,-11,60,-0.355,13,37.5,0,2,6/6/2017 11:45
8006,2,213.03,212.42,213.17,38.4,38.4,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.522,12.8,24.96,20104.3,1.92,6/6/2017 11:45
8007,3,106.66,106.41,106.78,44,38,36,1.4,1.2,0.8,4.8,4,3.8,-4.4,-3.8,-3.6,60,-0.302,3.8,12.6,4172.8,0.6,6/6/2017 11:45
8008,1,214.27,213.48,214.18,60,55,70,3,4,10,13,12,15,-12.5,-11.5,-11,60,-0.447,17.5,39.5,0,4,6/6/2017 12:00
8009,2,213.85,213.07,213.8,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.527,12.8,24.96,20108.8,4.48,6/6/2017 12:00
8010,3,107.12,106.78,107.18,44,40,38,1,1.2,1.2,4.6,4,4,-4.6,-3.8,-3.8,60,-0.281,3.6,13,4174.2,1.4,6/6/2017 12:00
8011,1,214.38,213.45,214.07,60,65,75,5,7,11.5,13,14,16,-12,-11.5,-11,60,-0.571,24.5,43,0,3.5,6/6/2017 12:15
8012,2,214.37,213.4,214.04,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.527,12.8,24.96,20111.4,2.56,6/6/2017 12:15
8013,3,107.23,106.86,107.19,48,40,34,2.4,1.6,1,5.2,4.2,3.8,-4.6,-4,-3.6,60,-0.394,5.2,13.2,4174.8,0.6,6/6/2017 12:15
8014,1,213.62,212.94,213.64,60,65,65,5,7.5,8,13.5,14.5,13.5,-12,-12,-11,60,-0.515,21,41.5,0,7.5,6/6/2017 12:30
8015,2,213.43,212.64,213.44,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.513,12.8,24.96,20115.2,3.84,6/6/2017 12:30
8016,3,106.85,106.56,106.93,44,38,36,1,1,1.4,4.6,4,3.8,-4.4,-4,-3.6,60,-0.296,3.6,12.6,4176.4,1.6,6/6/2017 12:30
8017,1,213.92,213.18,213.93,60,65,60,5,7.5,7.5,13.5,14,13.5,-12,-11.5,-11,60,-0.507,20.5,41,0,3.5,6/6/2017 12:45
8018,2,213.92,213.19,213.89,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.527,12.8,24.96,20117.8,2.56,6/6/2017 12:45
8019,3,107.03,106.72,107.1,44,38,38,1,1,1.6,4.6,4,4,-4.6,-4,-3.6,60,-0.303,3.8,13,4177,0.6,6/6/2017 12:45
8020,1,210.36,209.65,210.31,60,60,60,1.5,6,7,12.5,13,13,-12,-11.5,-10.5,60,-0.391,14.5,37.5,0,5.5,6/6/2017 13:00
8021,2,210.3,209.59,210.24,38.4,32,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.516,12.8,24.32,20121.6,3.84,6/6/2017 13:00
8022,3,105.27,104.99,105.34,42,38,36,1,1,1.2,4.4,4,3.8,-4.2,-3.8,-3.6,60,-0.279,3.4,12.4,4178.2,1.2,6/6/2017 13:00
8023,1,212.73,211.94,212.8,60,60,60,4,6,7,12.5,13,13,-12,-11.5,-11,60,-0.441,17,39,0,3,6/6/2017 13:15
8024,2,212.45,211.56,212.39,38.4,32,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.513,12.8,24.96,20124.2,2.56,6/6/2017 13:15
8025,3,106.3,105.93,106.34,42,38,36,1,1,1.2,4.6,4,3.8,-4.4,-3.8,-3.6,60,-0.283,3.6,12.6,4178.8,0.6,6/6/2017 13:15
8026,1,211.32,210.58,211.19,60,50,60,2.5,1,6,12.5,11.5,12.5,-12,-11.5,-11,60,-0.279,10,36.5,0,5,6/6/2017 13:30
8027,2,211.17,210.47,211.19,38.4,38.4,38.4,3.84,3.84,3.84,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.52,12.8,24.32,20128,3.84,6/6/2017 13:30
8028,3,105.57,105.34,105.71,44,38,36,1,1,1.2,4.6,4,3.6,-4.4,-3.8,-3.4,60,-0.29,3.6,12.4,4180,1.2,6/6/2017 13:30
8029,1,216.43,215.78,216.44,60,55,55,2.5,2.5,5.5,13,12,12.5,-13,-11.5,-11.5,60,-0.288,10.5,37.5,0,1.5,6/6/2017 13:45
8030,2,216.18,215.59,216.27,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.516,12.8,24.32,20130.6,2.56,6/6/2017 13:45
8031,3,108.26,108,108.37,44,38,36,1,1,1.2,4.8,4.2,3.8,-4.6,-4,-3.6,60,-0.285,3.6,13,4180.6,0.6,6/6/2017 13:45
8032,1,216.93,216.24,216.84,60,55,60,3.5,3,6,13,12,13,-12.5,-11.5,-11.5,60,-0.351,13.5,38.5,0,5,6/6/2017 14:00
8033,2,216.88,216.17,216.86,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-7.04,-6.4,-7.04,60,-0.522,12.8,24.96,20135,4.48,6/6/2017 14:00
8034,3,108.5,108.24,108.6,44,38,36,1.2,1.2,0.8,4.8,4,4,-4.6,-3.8,-3.8,60,-0.275,3.6,13,4182,1.4,6/6/2017 14:00
8035,1,217.1,216.09,216.89,60,55,60,4,3,6,13.5,12,13,-13,-11.5,-11.5,60,-0.356,13.5,39,0,2,6/6/2017 14:15
8036,2,217.04,216.19,216.9,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.527,12.8,24.96,20137,1.92,6/6/2017 14:15
8037,3,108.65,108.28,108.63,44,38,36,1,1.2,1.2,4.8,4,4,-4.6,-3.8,-3.8,60,-0.292,3.8,13,4182.6,0.6,6/6/2017 14:15
8038,1,220.4,219.66,220.25,60,60,60,4.5,4,6.5,13.5,13,13.5,-13,-12.5,-11.5,60,-0.385,15.5,40.5,0,5,6/6/2017 14:30
8039,2,220.42,219.59,220.37,32,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.527,12.8,24.96,20141.4,4.48,6/6/2017 14:30
8040,3,110.25,109.93,110.3,44,40,36,1,1.2,0.8,5,4.4,4,-4.8,-4.2,-4,60,-0.252,3.4,13.4,4183.8,1.2,6/6/2017 14:30
8041,1,220.62,219.9,220.57,60,55,60,4.5,3.5,7,13.5,13,13.5,-13,-12.5,-11.5,60,-0.378,15,40.5,0,2.5,6/6/2017 14:45
8042,2,220.31,219.54,220.16,32,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.527,12.8,24.96,20143.4,1.92,6/6/2017 14:45
8043,3,110.26,109.9,110.28,44,40,36,1,1,1.4,5,4.4,4,-4.8,-4.2,-3.6,60,-0.29,3.8,13.4,4184.4,0.6,6/6/2017 14:45
8044,1,220.83,220.25,220.8,60,60,60,4.5,4,7,14,13.5,13.5,-13,-13,-11.5,60,-0.389,16,41.5,0,6,6/6/2017 15:00
8045,2,220.63,219.98,220.58,32,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.522,12.8,24.96,20147.8,4.48,6/6/2017 15:00
8046,3,110.46,110.19,110.54,44,42,36,1.2,1.2,1,5,4.4,3.8,-4.8,-4.2,-3.8,60,-0.271,3.6,13.4,4185.8,1.4,6/6/2017 15:00
8047,1,220.65,219.66,220.39,65,65,60,5.5,7,7.5,14,14,13.5,-13,-12,-11.5,60,-0.483,20.5,42,0,3,6/6/2017 15:15
8048,2,220.55,219.55,220.27,32,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-6.4,-6.4,-7.04,60,-0.531,12.8,24.32,20150.4,2.56,6/6/2017 15:15
8049,3,110.38,109.95,110.31,44,40,36,1.2,1.2,1.4,4.8,4.4,4,-4.6,-4.2,-3.8,60,-0.297,4,13.4,4186.4,0.6,6/6/2017 15:15
8050,1,221.21,220.39,220.86,65,55,60,6,2.5,7.5,14.5,12.5,14,-13,-12,-11.5,60,-0.408,16.5,41,0,6.5,6/6/2017 15:30
8051,2,221.08,220.17,220.69,32,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-6.4,-6.4,-7.04,60,-0.545,13.44,24.96,20154.9,4.48,6/6/2017 15:30
8052,3,110.62,110.26,110.55,44,40,38,1,1.2,1.2,5,4.2,4.2,-4.8,-4.2,-4,60,-0.281,3.8,13.6,4187.6,1.2,6/6/2017 15:30
8053,1,220.98,220.08,220.75,60,55,65,3.5,5.5,8.5,14,13.5,14.5,-13.5,-12,-11.5,60,-0.435,18,41.5,0,3.5,6/6/2017 15:45
8054,2,220.89,220.09,220.79,32,32,38.4,4.48,3.84,4.48,7.68,7.68,8.32,-6.4,-6.4,-7.04,60,-0.545,13.44,24.96,20156.8,1.92,6/6/2017 15:45
8055,3,110.6,110.3,110.57,44,40,38,1,1.2,1,5,4.4,4.2,-4.8,-4.2,-4,60,-0.266,3.6,13.6,4188.2,0.6,6/6/2017 15:45
8056,1,221.74,220.99,221.61,65,60,65,6.5,6,8,14.5,13.5,14.5,-13,-12,-12,60,-0.488,21,43,0,7,6/6/2017 16:00
8057,2,221.76,220.85,221.58,32,32,38.4,4.48,3.84,4.48,7.68,7.68,8.32,-6.4,-6.4,-7.04,60,-0.551,13.44,24.96,20161.3,4.48,6/6/2017 16:00
8058,3,110.83,110.47,110.88,44,40,38,1,1.2,1.2,5,4.4,4.2,-4.8,-4.2,-4,60,-0.28,3.8,13.6,4189.4,1.2,6/6/2017 16:00
8059,1,222.14,221.29,221.78,65,60,65,7,7,8,15,14,14.5,-13,-12,-11.5,60,-0.515,22.5,43.5,0,3.5,6/6/2017 16:15
8060,2,221.95,221.09,221.45,32,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-6.4,-6.4,-7.04,60,-0.549,13.44,24.32,20163.8,2.56,6/6/2017 16:15
8061,3,111.07,110.67,110.93,44,40,38,1,1,1.2,5,4.4,4.2,-4.8,-4.2,-4,60,-0.267,3.6,13.6,4190,0.6,6/6/2017 16:15
8062,1,219.42,218.53,219.25,65,60,65,7,4.5,9,14.5,13.5,14.5,-12.5,-12.5,-11.5,60,-0.496,21,43,0,7,6/6/2017 16:30
8063,2,219.32,218.43,219.12,32,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.531,12.8,24.32,20168.3,4.48,6/6/2017 16:30
8064,3,109.68,109.35,109.69,44,40,36,1,1,1.2,4.8,4.2,4,-4.6,-4,-3.8,60,-0.268,3.6,13.2,4191.4,1.4,6/6/2017 16:30
8065,1,219.84,218.95,219.42,65,55,65,7,7,9,14.5,13.5,14.5,-13,-11.5,-11.5,60,-0.543,23.5,43.5,0,4,6/6/2017 16:45
8066,2,219.74,218.86,219.47,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-6.4,-6.4,-7.04,60,-0.54,13.44,24.32,20170.9,2.56,6/6/2017 16:45
8067,3,109.94,109.59,109.84,44,40,38,1.2,1.2,1,4.8,4.2,4.2,-4.6,-4.2,-4,60,-0.273,3.6,13.4,4191.8,0.4,6/6/2017 16:45
8068,1,218.81,218,218.58,70,65,65,8.5,8.5,7.5,15,14,14,-12.5,-11,-11.5,60,-0.575,25,43.5,0,7,6/6/2017 17:00
8069,2,218.79,217.96,218.59,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.527,12.8,24.96,20175.4,4.48,6/6/2017 17:00
8070,3,109.59,109.21,109.59,44,38,40,1.2,1.2,2,4.8,4.2,4.4,-4.6,-4,-4,60,-0.341,4.6,13.6,4193.2,1.4,6/6/2017 17:00
8071,1,219.01,218.07,218.8,70,65,65,9,7,9,15,14,14.5,-12,-11.5,-11.5,60,-0.574,25.5,44,0,4,6/6/2017 17:15
8072,2,218.93,217.93,218.68,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.525,12.8,24.32,20177.3,1.92,6/6/2017 17:15
8073,3,109.52,109.08,109.5,44,40,38,1.2,1.2,1,4.8,4.4,4.2,-4.6,-4.2,-4,60,-0.269,3.6,13.4,4193.8,0.6,6/6/2017 17:15
8074,1,219.63,218.8,219.43,70,60,65,8,5.5,7,15.5,13.5,14,-13,-12,-12,60,-0.494,21.5,43.5,0,7.5,6/6/2017 17:30
8075,2,219.46,218.68,219.22,38.4,32,38.4,3.84,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.531,12.8,24.32,20181.8,4.48,6/6/2017 17:30
8076,3,109.88,109.51,109.83,44,40,36,1,1,1.2,4.8,4.4,4,-4.6,-4.2,-3.8,60,-0.272,3.6,13.4,4195,1.2,6/6/2017 17:30
8077,1,220.39,219.61,220.27,65,60,65,5.5,5.5,7.5,14,13.5,14,-13,-12.5,-12,60,-0.459,19.5,42.5,0,4,6/6/2017 17:45
8078,2,220.31,219.44,220.11,38.4,32,38.4,3.84,3.84,4.48,7.68,7.68,8.32,-6.4,-6.4,-7.04,60,-0.54,13.44,24.32,20183.7,1.92,6/6/2017 17:45
8079,3,110.26,109.88,110.25,42,40,36,1,1.2,0.8,4.6,4.4,4,-4.6,-4.2,-3.8,60,-0.244,3.2,13.2,4195.6,0.6,6/6/2017 17:45
8080,1,219.65,218.81,219.41,65,60,60,5.5,5.5,7,14,13.5,14,-13,-12.5,-11.5,60,-0.444,18.5,42,0,6.5,6/6/2017 18:00
8081,2,220.19,219.33,220.18,38.4,32,38.4,4.48,3.84,4.48,8.32,7.68,8.32,-7.04,-6.4,-7.04,60,-0.536,13.44,24.96,20188.2,4.48,6/6/2017 18:00
8082,3,110.17,109.82,110.23,42,40,38,0.8,1.2,1.2,4.6,4.2,4.2,-4.6,-4.2,-4,60,-0.254,3.4,13.4,4196.8,1.2,6/6/2017 18:00
8083,1,219.85,218.96,219.52,65,60,60,5.5,5.5,7,14,13.5,13.5,-13,-12,-11.5,60,-0.447,18.5,41.5,0,3.5,6/6/2017 18:15
