id,cluster,voltage_ab,voltage_bc,voltage_ca,current_ab,current_bc,current_ca, real_power_ab, real_power_bc, real_power_ca,apparent_power_ab,apparent_power_bc,apparent_power_ca,reactive_power_ab,reactive_power_bc,reactive_power_ca,frequency,power_factor,real_power,apparent_power,accumulate_consumption,duration_consumption,inserted_at
12216,3,110.57,110.15,110.54,44,40,36,1.4,1,0.8,5,4.4,4,-4.6,-4.2,-3.8,60,-0.256,3.4,13.4,18609.2,0.6,6/23/2017 21:30
12217,1,222.15,221.11,222.12,60,60,55,4,4.5,5.5,13.5,13,12.5,-13,-12,-11,60,-0.364,14,39,90644,5.5,6/23/2017 21:45
12218,2,222.01,220.89,221.97,32,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-4.48,-5.12,60,-0.776,19.2,24.96,68666.9,6.4,6/23/2017 21:45
12219,3,111.16,110.67,111.18,44,40,36,0.8,1.4,1.4,4.8,4.6,4,-4.8,-4.2,-3.6,60,-0.282,3.8,13.4,18610.2,1,6/23/2017 21:45
12220,1,221.95,220.81,221.79,60,60,55,4,4.5,5,13.5,13,12,-13,-12,-11,60,-0.358,14,39,90646.5,2.5,6/23/2017 22:00
12221,2,221.85,220.79,221.72,32,32,38.4,5.76,5.76,7.04,7.68,7.04,8.96,-5.12,-4.48,-5.12,60,-0.775,19.2,24.96,68670.1,3.2,6/23/2017 22:00
12222,3,111.05,110.59,111.04,44,40,38,0.8,1.2,1.2,4.8,4.4,4.2,-4.6,-4.2,-4,60,-0.26,3.4,13.6,18610.8,0.6,6/23/2017 22:00
12223,1,221.89,220.86,221.74,60,60,55,4,5,5.5,13.5,13,12.5,-12.5,-12,-11,60,-0.385,15,39,90652,5.5,6/23/2017 22:15
12224,2,221.76,220.72,221.59,32,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.12,60,-0.768,19.2,24.96,68676.5,6.4,6/23/2017 22:15
12225,3,110.7,110.28,110.75,44,40,38,0.8,1.2,0.6,4.8,4.4,4.2,-4.6,-4.2,-4.2,60,-0.22,3,13.4,18611.8,1,6/23/2017 22:15
12226,1,222.04,220.99,221.96,60,60,55,4,4.5,5,13.5,13,12.5,-12.5,-12,-11,60,-0.362,14,39,90654.5,2.5,6/23/2017 22:30
12227,2,221.83,220.73,221.75,32,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.12,60,-0.769,19.2,24.32,68679.7,3.2,6/23/2017 22:30
12228,3,111.05,110.58,111.12,44,40,36,0.8,1.4,1,4.8,4.4,4,-4.6,-4.2,-4,60,-0.266,3.6,13.4,18612.4,0.6,6/23/2017 22:30
12229,1,218.88,217.87,218.67,60,60,65,3.5,6.5,9,13,13.5,14,-12.5,-11.5,-11,60,-0.472,19,40.5,90660.5,6,6/23/2017 22:45
12230,2,218.56,217.48,218.46,38.4,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.76,60,-0.751,18.56,24.96,68685.4,5.76,6/23/2017 22:45
12231,3,109.47,109.01,109.61,42,40,36,0.8,1,0.4,4.6,4.4,3.8,-4.4,-4.2,-3.8,60,-0.194,2.4,12.8,18613.4,1,6/23/2017 22:45
12232,1,219.59,218.71,219.55,60,65,55,4.5,7.5,5.5,13,14,12,-12,-11.5,-10.5,60,-0.474,18.5,39.5,90663.5,3,6/23/2017 23:00
12233,2,219.49,218.52,219.47,38.4,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.12,60,-0.761,19.2,24.96,68688.6,3.2,6/23/2017 23:00
12234,3,109.91,109.54,110.01,42,40,36,0.6,1.2,0.4,4.4,4.4,3.8,-4.4,-4.2,-3.8,60,-0.202,2.6,13,18613.8,0.4,6/23/2017 23:00
12235,1,220.38,219.15,220.2,60,60,55,4,6.5,4.5,13.5,13.5,12,-12.5,-11.5,-11,60,-0.404,15.5,39,90669.5,6,6/23/2017 23:15
12236,2,220.07,218.82,219.84,32,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.606,15.36,24.96,68694.4,5.76,6/23/2017 23:15
12237,3,110.26,109.76,110.18,42,40,38,0.6,1.2,0.6,4.6,4.4,4,-4.4,-4.2,-4,60,-0.208,2.6,13.2,18614.8,1,6/23/2017 23:15
12238,1,220.97,219.72,220.58,60,60,60,5,8,6.5,13.5,14,13,-12.5,-11.5,-11.5,60,-0.493,20,41,90673,3.5,6/23/2017 23:30
12239,2,220.75,219.65,220.5,32,32,38.4,5.76,5.76,7.04,7.68,7.04,8.96,-5.12,-4.48,-5.12,60,-0.765,19.2,24.96,68697.6,3.2,6/23/2017 23:30
12240,3,110.67,110.19,110.63,42,40,38,0.6,1.2,0.2,4.6,4.4,4,-4.6,-4.2,-4,60,-0.18,2.4,13.2,18615.2,0.4,6/23/2017 23:30
12241,1,221.24,220.17,221.18,60,60,55,3.5,6.5,5.5,13,13.5,12.5,-12.5,-11.5,-11.5,60,-0.402,16,39.5,90678.5,5.5,6/23/2017 23:45
12242,2,221.09,220,221.07,32,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-5.76,-6.4,60,-0.613,15.36,24.96,68702.7,5.12,6/23/2017 23:45
12243,3,110.63,110.19,110.73,42,40,38,0.6,1.2,1,4.6,4.4,4.2,-4.4,-4.2,-4.2,60,-0.236,3,13.4,18616.2,1,6/23/2017 23:45
12244,1,221.72,220.51,221.54,60,65,70,5.5,8,7.5,13.5,14,13.5,-12.5,-11.5,-11.5,60,-0.511,21,41.5,90682,3.5,6/24/2017 0:00
12245,2,221.56,220.31,221.38,32,32,38.4,5.76,5.12,7.04,7.68,7.04,8.96,-5.12,-5.12,-5.12,60,-0.765,19.2,24.96,68705.9,3.2,6/24/2017 0:00
12246,3,110.86,110.35,110.89,42,40,36,0.6,1.2,0.8,4.6,4.4,3.8,-4.4,-4.2,-3.8,60,-0.229,3,13,18616.6,0.4,6/24/2017 0:00
12247,1,221.05,220.25,220.97,65,60,60,2.5,5.5,5,14,13.5,13.5,-13.5,-12.5,-12.5,60,-0.332,13.5,41.5,90687,5,6/24/2017 0:15
12248,2,221.53,220.54,221.08,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-5.76,-6.4,60,-0.612,14.72,24.32,68711.7,5.76,6/24/2017 0:15
12249,3,110.87,110.42,110.91,42,40,40,1.2,1.2,1.6,4.6,4.4,4.2,-4.6,-4.2,-4,60,-0.303,4,13.6,18617.8,1.2,6/24/2017 0:15
12250,1,220.79,219.75,220.82,65,65,55,4,6.5,5,14,14,12.5,-13.5,-12,-11.5,60,-0.392,16,40.5,90690,3,6/24/2017 0:30
12251,2,220.78,219.64,220.84,32,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.12,60,-0.768,19.2,24.96,68714.9,3.2,6/24/2017 0:30
12252,3,110.47,110.01,110.58,42,40,38,0.6,1,0.6,4.6,4.4,4.2,-4.6,-4.2,-4,60,-0.2,2.6,13.4,18618.2,0.4,6/24/2017 0:30
12253,1,220.92,219.79,220.77,60,60,55,4,6.5,5,14,14,12.5,-13.5,-12,-11.5,60,-0.395,16,40.5,90694.5,4.5,6/24/2017 0:45
12254,2,220.91,219.98,220.87,32,32,38.4,3.84,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.587,14.72,24.96,68720.6,5.76,6/24/2017 0:45
12255,3,110.46,110.11,110.61,42,40,38,0.8,1,0.6,4.6,4.4,4.2,-4.6,-4.2,-4,60,-0.196,2.6,13.4,18619.2,1,6/24/2017 0:45
12256,1,222.39,221.2,222.36,60,60,55,4,6.5,5,14,14,12.5,-13.5,-12,-11.5,60,-0.39,16,41,90697.5,3,6/24/2017 1:00
12257,2,222.42,221.21,222.4,32,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.12,60,-0.773,19.2,24.32,68723.2,2.56,6/24/2017 1:00
12258,3,111.16,110.63,111.25,42,40,38,0.8,1.2,0.6,4.6,4.4,4.2,-4.6,-4.2,-4.2,60,-0.212,2.8,13.4,18619.8,0.6,6/24/2017 1:00
12259,1,222.13,221.06,222.04,60,65,55,4.5,7,5.5,13.5,14,13,-13,-12,-11.5,60,-0.434,17.5,41,90703,5.5,6/24/2017 1:15
12260,2,222.07,220.96,222.01,32,32,38.4,4.48,4.48,5.76,7.68,7.68,8.96,-6.4,-5.76,-6.4,60,-0.608,14.72,24.32,68729,5.76,6/24/2017 1:15
12261,3,110.74,110.24,110.78,42,40,36,1,1,0.8,4.6,4.2,4,-4.4,-4.2,-4,60,-0.233,3,13,18620.8,1,6/24/2017 1:15
12262,1,221.68,220.34,221.58,65,65,60,5.5,8,6.5,14,14,13,-13,-11.5,-11.5,60,-0.489,20.5,41.5,90705.5,2.5,6/24/2017 1:30
12263,2,221.73,220.44,221.63,32,32,38.4,3.84,3.84,5.76,7.68,7.68,8.32,-6.4,-6.4,-6.4,60,-0.584,14.08,24.32,68732.2,3.2,6/24/2017 1:30
12264,3,110.96,110.37,110.98,44,40,34,0.8,1,1,4.8,4.4,3.8,-4.6,-4.2,-3.6,60,-0.237,3,13,18621.4,0.6,6/24/2017 1:30
12265,1,221.42,220.34,221.5,65,65,60,5.5,7.5,7,14,14.5,13.5,-13,-12,-11.5,60,-0.49,20.5,42.5,90712.5,7,6/24/2017 1:45
12266,2,221.42,220.34,221.45,32,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.6,14.72,24.96,68737.9,5.76,6/24/2017 1:45
12267,3,110.49,110.1,110.66,42,40,38,0.8,1,0.2,4.6,4.4,4.2,-4.6,-4.2,-4.2,60,-0.173,2.2,13.4,18622.4,1,6/24/2017 1:45
12268,1,222.08,221.18,222.37,60,65,60,5.5,8,7.5,14,14.5,13.5,-12.5,-11.5,-11,60,-0.518,21.5,42,90716,3.5,6/24/2017 2:00
12269,2,221.94,221.04,222.18,32,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.12,60,-0.762,18.56,24.32,68740.5,2.56,6/24/2017 2:00
12270,3,111,110.76,111.31,44,40,40,0.8,1,0.6,4.8,4.4,4.4,-4.6,-4.4,-4.2,60,-0.19,2.6,13.8,18622.8,0.4,6/24/2017 2:00
12271,1,222.05,221.08,222.04,60,65,60,5.5,8,7,14,14,13,-12.5,-11.5,-11,60,-0.516,21.5,41.5,90723,7,6/24/2017 2:15
12272,2,222.03,221.02,222.05,32,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.12,60,-0.766,18.56,24.32,68746.2,5.76,6/24/2017 2:15
12273,3,111.18,110.75,111.27,44,40,38,0.8,1,0.6,4.8,4.4,4.2,-4.6,-4.2,-4.2,60,-0.202,2.6,13.6,18623.8,1,6/24/2017 2:15
12274,1,221.84,220.84,221.81,60,65,60,5.5,8,7,14,14,13,-12.5,-11.5,-11,60,-0.517,21.5,41.5,90726.5,3.5,6/24/2017 2:30
12275,2,222.05,221.07,222.04,38.4,32,38.4,4.48,4.48,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.609,15.36,24.96,68749.4,3.2,6/24/2017 2:30
12276,3,111.07,110.64,111.2,44,40,38,0.8,1,1,4.8,4.4,4.2,-4.6,-4.2,-4.2,60,-0.232,3,13.6,18624.4,0.6,6/24/2017 2:30
12277,1,222.85,221.85,222.92,60,60,55,5.5,7.5,6.5,14,14,13,-13,-11.5,-11,60,-0.481,19.5,41,90733.5,7,6/24/2017 2:45
12278,2,222.75,221.68,222.76,32,32,38.4,3.84,3.84,5.76,7.68,7.04,8.32,-6.4,-5.76,-6.4,60,-0.588,14.08,24.32,68754.6,5.12,6/24/2017 2:45
12279,3,111.48,111.02,111.59,44,42,36,0.8,1,1,4.8,4.4,3.8,-4.6,-4.4,-3.6,60,-0.233,3,13.2,18625.4,1,6/24/2017 2:45
12280,1,222.48,221.57,222.73,60,60,55,5.5,5.5,6,14,13,13,-12.5,-11.5,-11,60,-0.438,17.5,40,90737,3.5,6/24/2017 3:00
12281,2,222.34,221.42,222.5,32,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-5.76,-6.4,60,-0.616,14.72,24.32,68757.1,2.56,6/24/2017 3:00
12282,3,111.34,110.84,111.43,44,40,38,0.8,1,1.8,4.8,4.4,4.2,-4.6,-4.2,-3.8,60,-0.278,3.6,13.4,18626,0.6,6/24/2017 3:00
12283,1,222.56,221.42,222.54,60,60,55,5,5,6,14,13,13,-13,-12,-11,60,-0.42,16.5,40,90743,6,6/24/2017 3:15
12284,2,222.52,221.39,222.41,32,32,38.4,5.76,5.76,7.04,7.68,7.04,8.96,-5.12,-4.48,-5.12,60,-0.766,18.56,24.32,68762.9,5.76,6/24/2017 3:15
12285,3,111.49,110.95,111.47,44,40,36,0.8,1,0.8,4.8,4.4,4,-4.6,-4.4,-4,60,-0.199,2.6,13.4,18627,1,6/24/2017 3:15
12286,1,222.59,221.51,222.47,60,60,55,5,7,6,14,14,12.5,-13,-11.5,-11,60,-0.457,18.5,40.5,90746,3,6/24/2017 3:30
12287,2,222.84,221.76,222.82,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-5.76,-6.4,60,-0.612,14.72,24.32,68765.4,2.56,6/24/2017 3:30
12288,3,111.39,110.91,111.4,44,40,38,0.8,1,1,4.8,4.4,4.2,-4.6,-4.4,-4,60,-0.223,3,13.6,18627.6,0.6,6/24/2017 3:30
12289,1,223.56,222.66,223.4,60,60,65,3.5,2.5,8.5,13.5,12.5,14.5,-13.5,-12.5,-12,60,-0.368,15,41,90752,6,6/24/2017 3:45
12290,2,223.65,222.61,223.54,32,32,38.4,4.48,3.84,5.76,7.68,7.68,8.32,-6.4,-5.76,-6.4,60,-0.607,14.72,24.32,68771.2,5.76,6/24/2017 3:45
12291,3,112.07,111.58,112.14,44,40,38,0.8,1,0.8,4.8,4.4,4,-4.6,-4.2,-4,60,-0.217,2.8,13.4,18628.6,1,6/24/2017 3:45
12292,1,224.44,223.44,224.51,60,60,55,4,6.5,7.5,13.5,13.5,14,-13,-12,-11.5,60,-0.448,18.5,41.5,90755,3,6/24/2017 4:00
12293,2,224.03,223.08,224.05,32,32,38.4,4.48,4.48,5.76,7.68,7.68,8.96,-6.4,-5.76,-6.4,60,-0.62,15.36,24.32,68773.8,2.56,6/24/2017 4:00
12294,3,112.3,111.85,112.37,44,40,38,0.8,1.4,1.2,4.8,4.4,4,-4.8,-4.2,-3.8,60,-0.272,3.6,13.6,18629,0.4,6/24/2017 4:00
12295,1,221.3,220.3,221.35,60,60,55,3.5,5.5,4.5,13.5,13,12.5,-13,-11.5,-11.5,60,-0.367,14,39,90759.5,4.5,6/24/2017 4:15
12296,2,221.34,220.25,221.31,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-5.76,-6.4,60,-0.613,15.36,24.96,68778.9,5.12,6/24/2017 4:15
12297,3,110.72,110.25,110.8,42,40,36,0.8,1,1,4.8,4.4,3.8,-4.6,-4.2,-3.6,60,-0.238,3,13,18630.2,1.2,6/24/2017 4:15
12298,1,221.92,220.91,221.87,60,60,55,3.5,5.5,4.5,13.5,13,12.5,-13,-11.5,-11.5,60,-0.371,14.5,39.5,90761.5,2,6/24/2017 4:30
12299,2,221.79,220.72,221.72,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.6,14.72,24.96,68781.4,2.56,6/24/2017 4:30
12300,3,111.1,110.68,111.18,42,40,36,0.8,1,0.8,4.6,4.4,4,-4.4,-4.2,-4,60,-0.222,2.8,13.2,18630.6,0.4,6/24/2017 4:30
12301,1,222.76,221.75,222.69,60,60,55,3.5,5.5,4.5,13.5,13.5,12.5,-13,-12,-11.5,60,-0.367,14.5,39.5,90766.5,5,6/24/2017 4:45
12302,2,222.71,221.56,222.73,38.4,32,38.4,4.48,4.48,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.608,14.72,24.32,68786.6,5.12,6/24/2017 4:45
12303,3,111.38,110.94,111.49,44,40,36,0.8,0.8,0.8,4.8,4.6,4,-4.6,-4.4,-4,60,-0.197,2.6,13.6,18631.8,1.2,6/24/2017 4:45
12304,1,221.73,220.97,221.87,60,60,55,3.5,5.5,4.5,13.5,13,12.5,-13,-12,-11.5,60,-0.363,14,39.5,90768.5,2,6/24/2017 5:00
12305,2,221.98,220.94,221.94,38.4,32,38.4,4.48,4.48,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.609,15.36,24.96,68789.1,2.56,6/24/2017 5:00
12306,3,110.96,110.45,111.1,44,40,36,0.8,1,0.8,4.8,4.4,4,-4.6,-4.2,-4,60,-0.214,2.8,13.4,18632.2,0.4,6/24/2017 5:00
12307,1,221.17,220.07,221.08,65,60,55,3.5,6,4.5,14,14,12.5,-13.5,-12.5,-11.5,60,-0.361,14.5,41,90773,4.5,6/24/2017 5:15
12308,2,221.04,219.96,220.99,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.6,14.72,24.96,68794.2,5.12,6/24/2017 5:15
12309,3,110.57,110.11,110.63,42,40,36,0.8,1,0.8,4.6,4.4,4,-4.6,-4.2,-3.8,60,-0.213,2.8,13.2,18633.4,1.2,6/24/2017 5:15
12310,1,220.18,219.21,220.31,65,60,55,3,2.5,4.5,14,13,12.5,-13.5,-12.5,-11.5,60,-0.274,10.5,39.5,90775.5,2.5,6/24/2017 5:30
12311,2,219.99,218.78,220.01,38.4,32,38.4,4.48,4.48,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.608,14.72,24.32,68796.8,2.56,6/24/2017 5:30
12312,3,110.21,109.83,110.35,42,40,36,0.8,1,0.8,4.6,4.4,3.8,-4.6,-4.2,-3.8,60,-0.214,2.8,13,18633.8,0.4,6/24/2017 5:30
12313,1,221.41,220.42,221.32,65,60,55,3,5,4,14,13.5,12.5,-13.5,-12.5,-11.5,60,-0.326,13,40,90779.5,4,6/24/2017 5:45
12314,2,221.25,220.23,221.19,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-5.76,-6.4,60,-0.608,14.72,24.32,68801.9,5.12,6/24/2017 5:45
12315,3,110.81,110.38,110.89,42,40,38,0.8,1,0.2,4.8,4.4,4,-4.6,-4.2,-4,60,-0.17,2.2,13.2,18634.8,1,6/24/2017 5:45
12316,1,221.31,220.43,221.33,65,60,55,3,3,4,14,12.5,12.5,-13.5,-12.5,-11.5,60,-0.276,10.5,39.5,90781.5,2,6/24/2017 6:00
12317,2,221.23,220.26,221.22,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.6,14.72,24.96,68804.5,2.56,6/24/2017 6:00
12318,3,110.79,110.41,110.88,42,40,38,0.8,0.8,0.2,4.6,4.4,4.2,-4.6,-4.2,-4.2,60,-0.155,2,13.4,18635.2,0.4,6/24/2017 6:00
12319,1,220.92,219.8,220.69,60,60,55,3.5,5.5,4.5,13.5,13,12.5,-13,-12,-11.5,60,-0.347,13.5,39.5,90786,4.5,6/24/2017 6:15
12320,2,220.71,219.66,220.63,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.596,14.72,24.96,68809.6,5.12,6/24/2017 6:15
12321,3,110.42,109.97,110.51,42,40,38,0.8,1,0.6,4.8,4.4,4.2,-4.6,-4.2,-4.2,60,-0.189,2.4,13.6,18636,0.8,6/24/2017 6:15
12322,1,219.96,219.01,219.87,60,60,55,3,3,4.5,13.5,12.5,12,-13,-12.5,-11.5,60,-0.288,11,39,90788,2,6/24/2017 6:30
12323,2,219.76,218.66,219.62,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.609,15.36,24.96,68811.5,1.92,6/24/2017 6:30
12324,3,110.11,109.64,110.2,42,40,38,0.8,1,0.6,4.6,4.4,4.2,-4.6,-4.2,-4.2,60,-0.19,2.4,13.4,18636.4,0.4,6/24/2017 6:30
12325,1,217.47,216.47,217.17,60,55,55,3,3,4.5,13,12,12,-13,-11.5,-11,60,-0.296,11,38,90792,4,6/24/2017 6:45
12326,2,217.55,216.46,217.16,38.4,32,38.4,4.48,3.84,5.76,7.68,7.04,8.96,-6.4,-5.76,-6.4,60,-0.6,14.72,24.96,68817.3,5.76,6/24/2017 6:45
12327,3,108.89,108.42,108.8,42,38,36,0.8,1,0.4,4.6,4.2,3.8,-4.4,-4,-3.8,60,-0.184,2.2,12.6,18637.4,1,6/24/2017 6:45
12328,1,219.17,218.02,218.88,60,60,55,3,5.5,4.5,13.5,13,12,-13,-11.5,-11.5,60,-0.348,13.5,39,90794.5,2.5,6/24/2017 7:00
12329,2,218.9,217.7,218.6,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.601,14.72,24.96,68819.8,2.56,6/24/2017 7:00
12330,3,109.69,109.18,109.65,44,40,36,1.2,1,0.2,4.8,4.2,4,-4.6,-4.2,-4,60,-0.212,2.8,13.2,18637.8,0.4,6/24/2017 7:00
12331,1,219.32,218.25,219.07,60,55,55,3.5,3,4.5,13.5,12.5,12,-13,-12,-11,60,-0.315,12,38.5,90799,4.5,6/24/2017 7:15
12332,2,219.1,218,218.83,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.596,14.72,24.96,68825.6,5.76,6/24/2017 7:15
12333,3,109.63,109.17,109.64,42,40,38,0.8,1,0.6,4.6,4.4,4,-4.6,-4.2,-4,60,-0.215,2.8,13.2,18638.6,0.8,6/24/2017 7:15
12334,1,218.73,217.75,218.46,60,60,55,3,2.5,4.5,13,12.5,12,-13,-12,-11,60,-0.274,10.5,38,90801,2,6/24/2017 7:30
12335,2,218.54,217.6,218.31,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-5.76,-6.4,60,-0.6,14.72,24.96,68827.5,1.92,6/24/2017 7:30
12336,3,109.46,109.06,109.48,42,40,38,0.8,1,0.2,4.6,4.2,4.2,-4.6,-4.2,-4.2,60,-0.157,2,13.2,18639,0.4,6/24/2017 7:30
12337,1,218.1,217.35,218.06,60,55,55,3,2.5,4.5,13,12.5,12,-13,-12,-11,60,-0.275,10.5,38,90804.5,3.5,6/24/2017 7:45
12338,2,218.22,217.24,217.93,38.4,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.592,14.72,24.96,68833.3,5.76,6/24/2017 7:45
12339,3,109.27,108.81,109.19,40,40,38,1,1,0.4,4.4,4.2,4.2,-4.4,-4.2,-4.2,60,-0.205,2.6,13,18639.8,0.8,6/24/2017 7:45
12340,1,218.59,217.55,218.39,60,55,55,2.5,2,4,13,12,12,-13,-12,-11,60,-0.238,9,37.5,90806.5,2,6/24/2017 8:00
12341,2,218.46,217.38,218.27,32,32,38.4,3.84,3.84,5.76,7.68,7.04,8.96,-6.4,-5.76,-6.4,60,-0.581,14.08,24.32,68836.5,3.2,6/24/2017 8:00
12342,3,109.28,108.83,109.29,42,40,38,0.8,0.8,0.6,4.6,4.2,4,-4.6,-4.2,-4,60,-0.194,2.4,13.2,18640.2,0.4,6/24/2017 8:00
12343,1,218.77,217.76,218.61,60,55,55,2.5,2.5,4,13.5,12.5,12.5,-13.5,-12.5,-11.5,60,-0.247,9.5,39,90809.5,3,6/24/2017 8:15
12344,2,218.76,217.69,218.53,32,32,38.4,4.48,3.84,5.76,7.68,7.68,8.96,-6.4,-6.4,-6.4,60,-0.592,14.72,24.96,68842.2,5.76,6/24/2017 8:15
12345,3,109.42,108.98,109.4,42,40,36,0.8,1,0.2,4.6,4.2,4,-4.6,-4.2,-4,60,-0.168,2.2,13,18641.2,1,6/24/2017 8:15
12346,1,218.53,217.54,218.33,60,55,55,2,2.5,3.5,13.5,12.5,12,-13.5,-12.5,-11.5,60,-0.23,9,39,90810.5,1,6/24/2017 8:30
12347,2,218.29,217.24,218.09,38.4,32,38.4,5.76,5.12,7.04,7.68,7.04,8.96,-5.76,-5.12,-5.76,60,-0.744,18.56,24.96,68845.4,3.2,6/24/2017 8:30
12348,3,109.22,108.79,109.22,42,40,36,0.8,1,0.2,4.6,4.2,4,-4.6,-4.2,-4,60,-0.165,2,13,18641.6,0.4,6/24/2017 8:30
12349,1,218.93,218.02,218.82,60,55,60,1,1,7,13.5,12,13.5,-13.5,-12,-11.5,60,-0.248,9.5,38.5,90813.5,3,6/24/2017 8:45
12350,2,219.07,218.1,218.88,32,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.76,60,-0.747,18.56,24.96,68850.6,5.12,6/24/2017 8:45
12351,3,109.64,109.21,109.65,42,40,38,0.8,0.8,1,4.6,4.2,4.2,-4.6,-4.2,-4.2,60,-0.213,2.8,13.4,18642.4,0.8,6/24/2017 8:45
12352,1,218.25,217.25,218.06,60,55,55,1.5,0.5,3,13.5,12,12,-13.5,-12,-11.5,60,-0.153,5.5,38,90814.5,1,6/24/2017 9:00
12353,2,218.17,217.2,217.99,38.4,32,38.4,5.76,5.76,7.04,8.32,7.68,8.96,-5.76,-5.12,-5.76,60,-0.75,19.2,24.96,68853.8,3.2,6/24/2017 9:00
12354,3,109.11,108.78,109.2,42,40,36,0.8,1,0.2,4.6,4.2,4,-4.6,-4.2,-4,60,-0.179,2.2,13,18642.8,0.4,6/24/2017 9:00
12355,1,217.47,216.63,217.33,60,60,55,3,3.5,5,13.5,13,12.5,-13,-12.5,-11.5,60,-0.317,12.5,39.5,90817.5,3,6/24/2017 9:15
12356,2,217.38,216.44,217.33,38.4,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.76,-5.12,-5.76,60,-0.747,18.56,24.96,68859.5,5.76,6/24/2017 9:15
12357,3,108.65,108.31,108.72,42,38,36,0.8,1.2,0.8,4.6,4.2,3.8,-4.6,-4,-3.8,60,-0.234,3,13,18643.8,1,6/24/2017 9:15
12358,1,217.63,216.85,217.34,60,60,55,2.5,2.5,4.5,13.5,13,12.5,-13.5,-12.5,-11.5,60,-0.27,10.5,39,90818.5,1,6/24/2017 9:30
12359,2,217.98,217.16,217.7,32,32,38.4,3.84,3.84,5.76,7.68,7.04,8.96,-6.4,-6.4,-6.4,60,-0.572,14.08,24.32,68862.7,3.2,6/24/2017 9:30
12360,3,108.91,108.6,108.92,42,38,34,0.8,1,0.4,4.6,4,3.8,-4.6,-4,-3.8,60,-0.196,2.4,12.8,18644.2,0.4,6/24/2017 9:30
12361,1,220.13,219.3,220.08,60,55,50,-0.5,0,1.5,13.5,12,11.5,-13.5,-12,-11.5,60,-0.023,0.5,37.5,90820.5,2,6/24/2017 9:45
12362,2,219.86,219.01,219.85,32,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.76,60,-0.754,18.56,24.96,68868.5,5.76,6/24/2017 9:45
12363,3,110.17,109.75,110.24,44,40,38,0.8,1.4,1.2,4.8,4.4,4,-4.6,-4.2,-3.8,60,-0.274,3.6,13.4,18645.2,1,6/24/2017 9:45
12364,1,219.57,218.81,219.49,60,55,50,-0.5,-0.5,1.5,13.5,12,11.5,-13.5,-12,-11.5,60,-0.011,0,37.5,90820.5,0,6/24/2017 10:00
12365,2,219.19,218.17,218.97,32,32,38.4,5.76,5.76,7.04,7.68,7.68,8.96,-5.12,-5.12,-5.76,60,-0.761,19.2,24.96,68871.7,3.2,6/24/2017 10:00
